LocationName,LocationID,Latitude,Longitude,Year,Month,Day,ObservationType,Observation,Species,cultivar,descriptive,catagorical,numeral,location,freeze
Shirley Plantation,p0001,NA,NA,1825,November,8,weather,hydrology,NA,NA,NA,dry,,NA,
Shirley Plantation,p0001,NA,NA,1825,November,8,operations,plowing,oats,NA,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1825,November,9,weather,temperature,NA,NA,NA,cold,,NA,
Shirley Plantation,p0001,NA,NA,1825,November,9,weather,cloud cover,NA,NA,NA,cloudy,,NA,
Shirley Plantation,p0001,NA,NA,1825,November,9,weather,cloud cover,NA,NA,threatening snow,threatening snow,,NA,freeze
Shirley Plantation,p0001,NA,NA,1825,November,10,weather,temperature,NA,NA,NA,cold,,NA,
Shirley Plantation,p0001,NA,NA,1825,November,10,weather,cloud cover,NA,NA,NA,cloudy,,NA,
Shirley Plantation,p0001,NA,NA,1825,November,11,weather,temperature,NA,NA,NA,mild,,NA,
Shirley Plantation,p0001,NA,NA,1825,November,11,weather,temperature,NA,NA,NA,pleasant,,NA,
Shirley Plantation,p0001,NA,NA,1825,November,12,weather,temperature,NA,NA,NA,fair,,NA,
Shirley Plantation,p0001,NA,NA,1825,November,12,weather,temperature,NA,NA,NA,cool,,NA,
Shirley Plantation,p0001,NA,NA,1825,November,14,weather,precipitation,NA,NA,half the day,rain,,NA,
Shirley Plantation,p0001,NA,NA,1825,November,15,weather,temperature,NA,NA,NA,fair,,NA,
Shirley Plantation,p0001,NA,NA,1825,November,15,weather,temperature,NA,NA,NA,cold,,NA,
Shirley Plantation,p0001,NA,NA,1825,November,16,weather,temperature,NA,NA,NA,cold,,NA,
Shirley Plantation,p0001,NA,NA,1825,November,16,weather,cloud cover,NA,NA,NA,clear,,NA,
Shirley Plantation,p0001,NA,NA,1825,November,17,weather,temperature,NA,NA,NA,cold,,NA,
Shirley Plantation,p0001,NA,NA,1825,November,17,weather,cloud cover,NA,NA,NA,clear,,NA,
Shirley Plantation,p0001,NA,NA,1825,November,18,weather,temperature,NA,NA,NA,cold,,NA,
Shirley Plantation,p0001,NA,NA,1825,November,19,weather,cloud cover,NA,NA,NA,clear,,NA,
Shirley Plantation,p0001,NA,NA,1825,November,20,weather,cloud cover,NA,NA,NA,clear,,NA,
Shirley Plantation,p0001,NA,NA,1825,November,21,weather,temperature,NA,NA,NA,cool,,NA,
Shirley Plantation,p0001,NA,NA,1825,November,21,weather,cloud cover,NA,NA,NA,clear,,NA,
Shirley Plantation,p0001,NA,NA,1825,November,22,weather,temperature,NA,NA,NA,cool,,NA,
Shirley Plantation,p0001,NA,NA,1825,November,22,weather,cloud cover,NA,NA,NA,clear,,NA,
Shirley Plantation,p0001,NA,NA,1825,November,23,weather,temperature,NA,NA,NA,cold,,NA,
Shirley Plantation,p0001,NA,NA,1825,November,23,labor,butchering,pigs,NA,na,NA,25,NA,
Shirley Plantation,p0001,NA,NA,1825,November,24,weather,temperature,NA,NA,NA,cold,,NA,
Shirley Plantation,p0001,NA,NA,1825,November,25,weather,temperature,NA,NA,NA,cool,,NA,
Shirley Plantation,p0001,NA,NA,1825,November,25,weather,cloud cover,NA,NA,NA,clear,,NA,
Shirley Plantation,p0001,NA,NA,1825,November,26,weather,cloud cover,NA,NA,NA,cloudy,,NA,
Shirley Plantation,p0001,NA,NA,1825,November,27,weather,temperature,NA,NA,NA,fair,,NA,
Shirley Plantation,p0001,NA,NA,1825,November,27,agriculture,problem,oats,NA,NA,too thick,,NA,
Shirley Plantation,p0001,NA,NA,1825,November,28,weather,temperature,NA,NA,NA,fair,,NA,
Shirley Plantation,p0001,NA,NA,1825,November,29,weather,cloud cover,NA,NA,NA,cloudy,,NA,
Shirley Plantation,p0001,NA,NA,1825,November,30,weather,cloud cover,NA,NA,NA,cloudy,,NA,
Shirley Plantation,p0001,NA,NA,1825,December,1,weather,precipitation,NA,NA,smartly,rain,,NA,
Shirley Plantation,p0001,NA,NA,1825,December,2,weather,cloud cover,NA,NA,NA,cloudy,,NA,
Shirley Plantation,p0001,NA,NA,1825,December,3,weather,precipitation,NA,NA,little,rain,,NA,
Shirley Plantation,p0001,NA,NA,1825,December,4,weather,cloud cover,NA,NA,NA,cloudy,,NA,
Shirley Plantation,p0001,NA,NA,1825,December,5,weather,cloud cover,NA,NA,NA,cloudy,,NA,
Shirley Plantation,p0001,NA,NA,1825,December,5,operations,plowing,NA,NA,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1825,December,5,livestock,birthing,pigs,NA,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1825,December,6,weather,temperature,NA,NA,NA,fair,,NA,
Shirley Plantation,p0001,NA,NA,1825,December,6,operations,plowing,NA,NA,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1825,December,7,weather,temperature,NA,NA,NA,fair,,NA,
Shirley Plantation,p0001,NA,NA,1825,December,7,operations,plowing,NA,NA,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1825,December,8,weather,temperature,NA,NA,NA,fair,,NA,
Shirley Plantation,p0001,NA,NA,1825,December,8,operations,plowing,NA,NA,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1825,December,8,weather,temperature,NA,NA,NA,cool,,NA,
Shirley Plantation,p0001,NA,NA,1825,December,9,weather,temperature,NA,NA,NA,fair,,NA,
Shirley Plantation,p0001,NA,NA,1825,December,9,operations,plowing,NA,NA,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1825,December,9,weather,temperature,NA,NA,NA,cool,,NA,
Shirley Plantation,p0001,NA,NA,1825,December,9,weather,cloud cover,NA,NA,NA,clear,,NA,
Shirley Plantation,p0001,NA,NA,1825,December,10,weather,cloud cover,NA,NA,NA,clear,,NA,
Shirley Plantation,p0001,NA,NA,1825,December,10,weather,windy,NA,NA,NA,windy,,NA,
Shirley Plantation,p0001,NA,NA,1825,December,10,operations,plowing,NA,NA,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1825,December,11,weather,temperature,NA,NA,NA,cold,,NA,
Shirley Plantation,p0001,NA,NA,1825,December,11,weather,cloud cover,NA,NA,NA,clear,,NA,
Shirley Plantation,p0001,NA,NA,1825,December,11,livestock,birthing,pigs,NA,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1825,December,12,weather,precipitation,NA,NA,NA,snow,,NA,freeze
Shirley Plantation,p0001,NA,NA,1825,December,12,livestock,health,pigs,NA,froze to death,death,,NA,
Shirley Plantation,p0001,NA,NA,1825,December,12,weather,temperature,NA,NA,NA,very cold,,NA,
Shirley Plantation,p0001,NA,NA,1825,December,12,weather,precipitation,NA,NA,NA,inches,,NA,
Shirley Plantation,p0001,NA,NA,1825,December,13,weather,temperature,NA,NA,NA,very cold,,NA,
Shirley Plantation,p0001,NA,NA,1825,December,13,weather,cloud cover,NA,NA,NA,clear,,NA,
Shirley Plantation,p0001,NA,NA,1825,December,14,weather,temperature,NA,NA,NA,cold,,NA,
Shirley Plantation,p0001,NA,NA,1825,December,14,weather,cloud cover,NA,NA,NA,clear,,NA,
Shirley Plantation,p0001,NA,NA,1825,December,14,human,health,humans,NA,ague and bilious fever,death,,NA,
Shirley Plantation,p0001,NA,NA,1825,December,14,human,health,humans,NA,NA,overlayed,,NA,
Shirley Plantation,p0001,NA,NA,1825,December,15,weather,temperature,NA,NA,NA,mild,,NA,
Shirley Plantation,p0001,NA,NA,1825,December,16,weather,precipitation,NA,NA,little,rain,,NA,
Shirley Plantation,p0001,NA,NA,1825,December,16,operations,plowing,NA,NA,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1825,December,17,weather,precipitation,NA,NA,little,rain,,NA,
Shirley Plantation,p0001,NA,NA,1825,December,17,operations,plowing,corn,NA,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1825,December,17,operations,plowing,oats,NA,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1825,December,18,weather,cloud cover,NA,NA,NA,clear,,NA,
Shirley Plantation,p0001,NA,NA,1825,December,18,weather,temperature,NA,NA,NA,mild,,NA,
Shirley Plantation,p0001,NA,NA,1825,December,18,weather,windy,NA,NA,NA,windy,,NA,
Shirley Plantation,p0001,NA,NA,1825,December,19,weather,cloud cover,NA,NA,NA,clear,,NA,
Shirley Plantation,p0001,NA,NA,1825,December,19,weather,temperature,NA,NA,NA,pleasant,,NA,
Shirley Plantation,p0001,NA,NA,1825,December,20,weather,cloud cover,NA,NA,NA,clear,,NA,
Shirley Plantation,p0001,NA,NA,1825,December,20,weather,temperature,NA,NA,NA,cold,,NA,
Shirley Plantation,p0001,NA,NA,1825,December,21,weather,temperature,NA,NA,NA,cold,,NA,
Shirley Plantation,p0001,NA,NA,1825,December,21,weather,windy,NA,NA,NA,windy,,NA,
Shirley Plantation,p0001,NA,NA,1825,December,22,weather,temperature,NA,NA,NA,cold,,NA,
Shirley Plantation,p0001,NA,NA,1825,December,23,weather,temperature,NA,NA,NA,very cold,,NA,
Shirley Plantation,p0001,NA,NA,1825,December,24,weather,temperature,NA,NA,NA,very cold,,NA,
Shirley Plantation,p0001,NA,NA,1825,December,25,weather,cloud cover,NA,NA,NA,cloudy,,NA,
Shirley Plantation,p0001,NA,NA,1825,December,25,weather,precipitation,NA,NA,all night,rain,,NA,
Shirley Plantation,p0001,NA,NA,1825,December,26,weather,temperature,NA,NA,NA,cold,,NA,
Shirley Plantation,p0001,NA,NA,1825,December,26,weather,cloud cover,NA,NA,NA,clear,,NA,
Shirley Plantation,p0001,NA,NA,1825,December,27,weather,cloud cover,NA,NA,NA,clear,,NA,
Shirley Plantation,p0001,NA,NA,1825,December,27,weather,temperature,NA,NA,NA,pleasant,,NA,
Shirley Plantation,p0001,NA,NA,1825,December,28,weather,cloud cover,NA,NA,NA,clear,,NA,
Shirley Plantation,p0001,NA,NA,1825,December,28,weather,temperature,NA,NA,NA,pleasant,,NA,
Shirley Plantation,p0001,NA,NA,1825,December,29,weather,precipitation,NA,NA,all night,very hard,,NA,
Shirley Plantation,p0001,NA,NA,1825,December,30,weather,cloud cover,NA,NA,NA,cloudy,,NA,
Shirley Plantation,p0001,NA,NA,1825,December,30,weather,precipitation,NA,NA,some,rain,,NA,
Shirley Plantation,p0001,NA,NA,1825,December,31,weather,cloud cover,NA,NA,NA,clear,,NA,
Shirley Plantation,p0001,NA,NA,1825,December,31,weather,temperature,NA,NA,NA,pleasant,,NA,
Shirley Plantation,p0001,NA,NA,1826,January,1,weather,precipitation,NA,NA,NA,rain,,NA,
Shirley Plantation,p0001,NA,NA,1826,January,1,weather,windy,NA,NA,violent,sw,,NA,
Shirley Plantation,p0001,NA,NA,1826,January,2,weather,cloud cover,NA,NA,NA,clear,,NA,
Shirley Plantation,p0001,NA,NA,1826,January,2,weather,temperature,NA,NA,NA,cold,,NA,
Shirley Plantation,p0001,NA,NA,1826,January,3,weather,cloud cover,NA,NA,NA,clear,,NA,
Shirley Plantation,p0001,NA,NA,1826,January,3,weather,temperature,NA,NA,NA,pleasant,,NA,
Shirley Plantation,p0001,NA,NA,1826,January,4,weather,temperature,NA,NA,NA,mild,,NA,
Shirley Plantation,p0001,NA,NA,1826,January,4,weather,windy,NA,NA,NA,very windy,,NA,
Shirley Plantation,p0001,NA,NA,1826,January,5,weather,cloud cover,NA,NA,NA,clear,,NA,
Shirley Plantation,p0001,NA,NA,1826,January,5,weather,temperature,NA,NA,NA,cold,,NA,
Shirley Plantation,p0001,NA,NA,1826,January,6,weather,cloud cover,NA,NA,NA,cloudy,,NA,
Shirley Plantation,p0001,NA,NA,1826,January,6,weather,temperature,NA,NA,NA,cold,,NA,
Shirley Plantation,p0001,NA,NA,1826,January,7,weather,cloud cover,NA,NA,NA,cloudy,,NA,
Shirley Plantation,p0001,NA,NA,1826,January,7,weather,precipitation,NA,NA,NA,little rain,,NA,
Shirley Plantation,p0001,NA,NA,1826,January,8,weather,cloud cover,NA,NA,NA,cloudy,,NA,
Shirley Plantation,p0001,NA,NA,1826,January,8,weather,temperature,NA,NA,NA,warm,,NA,
Shirley Plantation,p0001,NA,NA,1826,January,9,weather,cloud cover,NA,NA,NA,cloudy,,NA,
Shirley Plantation,p0001,NA,NA,1826,January,9,weather,temperature,NA,NA,NA,warm,,NA,
Shirley Plantation,p0001,NA,NA,1826,January,10,weather,cloud cover,NA,NA,NA,clear,,NA,
Shirley Plantation,p0001,NA,NA,1826,January,10,weather,temperature,NA,NA,NA,warm,,NA,
Shirley Plantation,p0001,NA,NA,1826,January,11,weather,cloud cover,NA,NA,NA,clear,,NA,
Shirley Plantation,p0001,NA,NA,1826,January,11,weather,temperature,NA,NA,NA,hot,,NA,
Shirley Plantation,p0001,NA,NA,1826,January,12,weather,cloud cover,NA,NA,NA,clear,,NA,
Shirley Plantation,p0001,NA,NA,1826,January,12,weather,temperature,NA,NA,NA,warm,,NA,
Shirley Plantation,p0001,NA,NA,1826,January,12,weather,temperature,NA,NA,NA,cool,,NA,
Shirley Plantation,p0001,NA,NA,1826,January,12,weather,temperature,NA,NA,NA,pleasant,,NA,
Shirley Plantation,p0001,NA,NA,1826,January,13,weather,temperature,NA,NA,NA,cool,,NA,
Shirley Plantation,p0001,NA,NA,1826,January,13,weather,temperature,NA,NA,NA,pleasant,,NA,
Shirley Plantation,p0001,NA,NA,1826,January,14,weather,cloud cover,NA,NA,NA,cloudy,,NA,
Shirley Plantation,p0001,NA,NA,1826,January,14,weather,temperature,NA,NA,NA,warm,,NA,
Shirley Plantation,p0001,NA,NA,1826,January,14,weather,precipitation,NA,NA,NA,little rain,,NA,
Shirley Plantation,p0001,NA,NA,1826,January,15,weather,cloud cover,NA,NA,NA,cloudy,,NA,
Shirley Plantation,p0001,NA,NA,1826,January,15,weather,temperature,NA,NA,NA,nice,,NA,
Shirley Plantation,p0001,NA,NA,1826,January,16,weather,temperature,NA,NA,NA,cold,,NA,
Shirley Plantation,p0001,NA,NA,1826,January,16,weather,storm,NA,NA,NA,storm,,NA,
Shirley Plantation,p0001,NA,NA,1826,January,16,weather,windy,NA,NA,storm,nw,,NA,
Shirley Plantation,p0001,NA,NA,1826,January,17,weather,temperature,NA,NA,NA,cold,,NA,
Shirley Plantation,p0001,NA,NA,1826,January,17,weather,cloud cover,NA,NA,NA,clear,,NA,
Shirley Plantation,p0001,NA,NA,1826,January,18,weather,temperature,NA,NA,NA,cold,,NA,
Shirley Plantation,p0001,NA,NA,1826,January,18,weather,cloud cover,NA,NA,NA,clear,,NA,
Shirley Plantation,p0001,NA,NA,1826,January,19,weather,temperature,NA,NA,NA,cold,,NA,
Shirley Plantation,p0001,NA,NA,1826,January,19,weather,cloud cover,NA,NA,NA,cloudy,,NA,
Shirley Plantation,p0001,NA,NA,1826,January,20,weather,precipitation,NA,NA,NA,snow,,NA,freeze
Shirley Plantation,p0001,NA,NA,1826,January,20,operations,treating,peas,NA,plaster,NA,,NA,
Shirley Plantation,p0001,NA,NA,1826,January,21,weather,cloud cover,NA,NA,NA,clear,,NA,
Shirley Plantation,p0001,NA,NA,1826,January,21,weather,temperature,NA,NA,NA,cold,,NA,
Shirley Plantation,p0001,NA,NA,1826,January,22,weather,cloud cover,NA,NA,NA,clear,,NA,
Shirley Plantation,p0001,NA,NA,1826,January,22,weather,temperature,NA,NA,NA,cool,,NA,
Shirley Plantation,p0001,NA,NA,1826,January,23,weather,cloud cover,NA,NA,NA,cloudy,,NA,
Shirley Plantation,p0001,NA,NA,1826,January,24,weather,cloud cover,NA,NA,NA,cloudy,,NA,
Shirley Plantation,p0001,NA,NA,1826,January,25,weather,cloud cover,NA,NA,NA,clear,,NA,
Shirley Plantation,p0001,NA,NA,1826,January,25,weather,temperature,NA,NA,NA,cold,,NA,
Shirley Plantation,p0001,NA,NA,1826,January,26,weather,temperature,NA,NA,NA,very cold,,NA,
Shirley Plantation,p0001,NA,NA,1826,January,27,weather,temperature,NA,NA,NA,very cold,,NA,
Shirley Plantation,p0001,NA,NA,1826,January,28,weather,cloud cover,NA,NA,NA,cloudy,,NA,
Shirley Plantation,p0001,NA,NA,1826,January,28,weather,precipitation,NA,NA,NA,rained at night,,NA,
Shirley Plantation,p0001,NA,NA,1826,January,29,weather,cloud cover,NA,NA,NA,cloudy,,NA,
Shirley Plantation,p0001,NA,NA,1826,January,29,weather,temperature,NA,NA,NA,warm,,NA,
Shirley Plantation,p0001,NA,NA,1826,January,30,weather,precipitation,NA,NA,NA,snow,,NA,freeze
Shirley Plantation,p0001,NA,NA,1826,January,30,weather,precipitation,NA,NA,NA,rain,,NA,
Shirley Plantation,p0001,NA,NA,1826,January,30,weather,precipitation,NA,NA,NA,hail,,NA,
Shirley Plantation,p0001,NA,NA,1826,January,31,weather,temperature,NA,NA,NA,excessively cold,,NA,
Shirley Plantation,p0001,NA,NA,1826,January,31,weather,cloud cover,NA,NA,NA,clear,,NA,
Shirley Plantation,p0001,NA,NA,1826,February,1,weather,temperature,NA,NA,NA,excessively cold,,NA,
Shirley Plantation,p0001,NA,NA,1826,February,1,weather,cloud cover,NA,NA,NA,clear,,NA,
Shirley Plantation,p0001,NA,NA,1826,February,2,weather,temperature,NA,NA,NA,warm,,NA,
Shirley Plantation,p0001,NA,NA,1826,February,3,weather,precipitation,NA,NA,NA,rain,,NA,
Shirley Plantation,p0001,NA,NA,1826,February,4,weather,temperature,NA,NA,NA,pleasant,,NA,
Shirley Plantation,p0001,NA,NA,1826,February,4,weather,cloud cover,NA,NA,NA,clear,,NA,
Shirley Plantation,p0001,NA,NA,1826,February,5,weather,temperature,NA,NA,NA,pleasant,,NA,
Shirley Plantation,p0001,NA,NA,1826,February,5,weather,cloud cover,NA,NA,NA,clear,,NA,
Shirley Plantation,p0001,NA,NA,1826,February,6,weather,temperature,NA,NA,NA,pleasant,,NA,
Shirley Plantation,p0001,NA,NA,1826,February,6,weather,cloud cover,NA,NA,NA,clear,,NA,
Shirley Plantation,p0001,NA,NA,1826,February,7,weather,precipitation,NA,NA,NA,rain,,NA,
Shirley Plantation,p0001,NA,NA,1826,February,7,weather,cloud cover,NA,NA,NA,cloudy,,NA,
Shirley Plantation,p0001,NA,NA,1826,February,8,weather,cloud cover,NA,NA,NA,clear,,NA,
Shirley Plantation,p0001,NA,NA,1826,February,8,weather,temperature,NA,NA,NA,mild,,NA,
Shirley Plantation,p0001,NA,NA,1826,February,9,weather,cloud cover,NA,NA,NA,clear,,NA,
Shirley Plantation,p0001,NA,NA,1826,February,9,weather,temperature,NA,NA,NA,mild,,NA,
Shirley Plantation,p0001,NA,NA,1826,February,10,weather,precipitation,NA,NA,NA,rain,,NA,
Shirley Plantation,p0001,NA,NA,1826,February,10,weather,cloud cover,NA,NA,NA,cloudy,,NA,
Shirley Plantation,p0001,NA,NA,1826,February,11,weather,precipitation,NA,NA,NA,rain,,NA,
Shirley Plantation,p0001,NA,NA,1826,February,11,weather,cloud cover,NA,NA,NA,cloudy,,NA,
Shirley Plantation,p0001,NA,NA,1826,February,12,weather,temperature,NA,NA,NA,warm,,NA,
Shirley Plantation,p0001,NA,NA,1826,February,12,weather,cloud cover,NA,NA,NA,clear,,NA,
Shirley Plantation,p0001,NA,NA,1826,February,13,weather,temperature,NA,NA,NA,pleasant,,NA,
Shirley Plantation,p0001,NA,NA,1826,February,13,weather,cloud cover,NA,NA,NA,clear,,NA,
Shirley Plantation,p0001,NA,NA,1826,February,14,weather,temperature,NA,NA,NA,warm,,NA,
Shirley Plantation,p0001,NA,NA,1826,February,14,weather,cloud cover,NA,NA,NA,cloudy,,NA,
Shirley Plantation,p0001,NA,NA,1826,February,15,weather,temperature,NA,NA,very sudden,cold,,NA,
Shirley Plantation,p0001,NA,NA,1826,February,16,weather,precipitation,NA,NA,NA,rain,,NA,
Shirley Plantation,p0001,NA,NA,1826,February,16,weather,cloud cover,NA,NA,NA,cloudy,,NA,
Shirley Plantation,p0001,NA,NA,1826,February,17,weather,cloud cover,NA,NA,NA,cloudy,,NA,
Shirley Plantation,p0001,NA,NA,1826,February,17,weather,temperature,NA,NA,NA,warm,,NA,
Shirley Plantation,p0001,NA,NA,1826,February,18,weather,precipitation,NA,NA,NA,rain,,NA,
Shirley Plantation,p0001,NA,NA,1826,February,18,weather,cloud cover,NA,NA,NA,cloudy,,NA,
Shirley Plantation,p0001,NA,NA,1826,February,18,agriculture,sowing,clover,NA,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1826,February,19,weather,cloud cover,NA,NA,NA,cloudy,,NA,
Shirley Plantation,p0001,NA,NA,1826,February,19,weather,temperature,NA,NA,NA,cold,,NA,
Shirley Plantation,p0001,NA,NA,1826,February,20,weather,precipitation,NA,NA,very hard,rain,,NA,
Shirley Plantation,p0001,NA,NA,1826,February,20,weather,cloud cover,NA,NA,NA,cloudy,,NA,
Shirley Plantation,p0001,NA,NA,1826,February,21,weather,precipitation,NA,NA,very hard,rain,,NA,
Shirley Plantation,p0001,NA,NA,1826,February,22,weather,cloud cover,NA,NA,NA,clear,,NA,
Shirley Plantation,p0001,NA,NA,1826,February,22,weather,temperature,NA,NA,NA,mild,,NA,
Shirley Plantation,p0001,NA,NA,1826,February,23,weather,cloud cover,NA,NA,NA,clear,,NA,
Shirley Plantation,p0001,NA,NA,1826,February,23,weather,temperature,NA,NA,NA,mild,,NA,
Shirley Plantation,p0001,NA,NA,1826,February,24,weather,cloud cover,NA,NA,NA,clear,,NA,
Shirley Plantation,p0001,NA,NA,1826,February,24,weather,temperature,NA,NA,NA,mild,,NA,
Shirley Plantation,p0001,NA,NA,1826,February,25,weather,cloud cover,NA,NA,NA,clear,,NA,
Shirley Plantation,p0001,NA,NA,1826,February,25,weather,temperature,NA,NA,NA,warm,,NA,
Shirley Plantation,p0001,NA,NA,1826,February,26,weather,temperature,NA,NA,NA,very warm,,NA,
Shirley Plantation,p0001,NA,NA,1826,February,27,weather,temperature,NA,NA,spring weatehr,mild,,NA,
Shirley Plantation,p0001,NA,NA,1826,February,27,agriculture,sowing,oats,NA,NA,began,,NA,
Shirley Plantation,p0001,NA,NA,1826,February,27,operations,hoeing,corn,NA,hoeing,NA,,NA,
Shirley Plantation,p0001,NA,NA,1826,February,28,weather,precipitation,NA,NA,violently,rain,,NA,
Shirley Plantation,p0001,NA,NA,1826,February,28,weather,storm,NA,NA,NA,storm,,NA,
Shirley Plantation,p0001,NA,NA,1826,March,1,weather,precipitation,NA,NA,violently,rain,,NA,
Shirley Plantation,p0001,NA,NA,1826,March,1,weather,storm,NA,NA,NA,storm,,NA,
Shirley Plantation,p0001,NA,NA,1826,March,1,labor,general,cotton,NA,NA,ginning,,NA,
Shirley Plantation,p0001,NA,NA,1826,March,2,weather,precipitation,NA,NA,very hard,rain,,NA,
Shirley Plantation,p0001,NA,NA,1826,March,2,weather,cloud cover,NA,NA,NA,cloudy,,NA,
Shirley Plantation,p0001,NA,NA,1826,March,3,weather,temperature,NA,NA,NA,warm,,NA,
Shirley Plantation,p0001,NA,NA,1826,March,3,weather,cloud cover,NA,NA,NA,cloudy,,NA,
Shirley Plantation,p0001,NA,NA,1826,March,3,operations,hoeing,corn,NA,hoeing,NA,,NA,
Shirley Plantation,p0001,NA,NA,1826,March,4,weather,cloud cover,NA,NA,NA,clear,,NA,
Shirley Plantation,p0001,NA,NA,1826,March,4,weather,temperature,NA,NA,NA,hot,,NA,
Shirley Plantation,p0001,NA,NA,1826,March,4,operations,hoeing,corn,NA,hoeing,NA,,NA,
Shirley Plantation,p0001,NA,NA,1826,March,5,weather,temperature,NA,NA,summer weather,hot,,NA,
Shirley Plantation,p0001,NA,NA,1826,March,6,weather,temperature,NA,NA,summer weather,hot,,NA,
Shirley Plantation,p0001,NA,NA,1826,March,6,agriculture,sowing,oats,NA,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1826,March,7,weather,precipitation,NA,NA,NA,rain,,NA,
Shirley Plantation,p0001,NA,NA,1826,March,7,weather,cloud cover,NA,NA,NA,cloudy,,NA,
Shirley Plantation,p0001,NA,NA,1826,March,7,agriculture,sowing,oats,NA,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1826,March,8,weather,cloud cover,NA,NA,NA,cloudy,,NA,
Shirley Plantation,p0001,NA,NA,1826,March,8,weather,temperature,NA,NA,NA,warm,,NA,
